video_id	caption	start	end	duration	phase	idx
v_Vp63nbOfxgs	She does some movements of her body making her back bend down almost touching the ground while still jamming out on the violin	79.38	123.12	162.01	train	10071
v_Vp63nbOfxgs	She is very intense about it, she plays and plays and when she is done she walks away casually	123.12	162.01	162.01	train	10072
v_Ie7DREiXp08	A woman is seen speaking to the camera and pouring out liquids into a case	0.0	55.55	161.01	train	10075
v_Ie7DREiXp08	She then pulls contacts into the case and then places one in each eye	54.74	111.9	161.01	train	10076
v_Ie7DREiXp08	She holds up the case in the end followed by her putting the contacts back into the case	116.73	161.01	161.01	train	10077
v_AXA-G5DdNrU	People raft down a rocky river	0.0	12.16	90.05	train	10078
v_AXA-G5DdNrU	Suddenly, the boat turn over and all men fall in the water	12.61	23.41	90.05	train	10079
v_AXA-G5DdNrU	Then, people reach the shore, while a man climbs a rock	23.41	64.38	90.05	train	10080
v_AXA-G5DdNrU	After, persons in a boat rescue a man in the water and recover the boat	65.73	72.49	90.05	train	10081
v_AXA-G5DdNrU	two men stand in the shore next to a ladder	72.94	81.04	90.05	train	10082
v_AXA-G5DdNrU	Rafters are still in the water waiting	81.49	90.05	90.05	train	10083
v_JKCwcCMAnxg	We see a blue title card	0.0	4.16	207.98	train	10090
v_JKCwcCMAnxg	A man and a woman begin dancing in a ballroom	4.16	186.14	207.98	train	10091
v_JKCwcCMAnxg	They pause and the lady sweeps her leg	60.31	76.95	207.98	train	10092
v_JKCwcCMAnxg	The man dips the lady	93.59	97.75	207.98	train	10093
v_JKCwcCMAnxg	The lady slides to the ground	110.23	117.51	207.98	train	10094
v_JKCwcCMAnxg	The lady does the splits	141.43	145.59	207.98	train	10095
v_JKCwcCMAnxg	The man lifts the lady in the air	160.15	164.31	207.98	train	10096
v_JKCwcCMAnxg	We switch and see people dancing in different locations	186.14	195.5	207.98	train	10097
v_JKCwcCMAnxg	We see the blue ending screen	195.5	207.98	207.98	train	10098
v_fhXVqPPDjN8	A man is seen dancing in a nightclub with two women around him	0.0	68.82	156.41	train	10099
v_fhXVqPPDjN8	The three continue dancing with one another while others dance on the side	35.19	117.31	156.41	train	10100
v_fhXVqPPDjN8	The people dance around one another while the camera captures their movements	35.19	156.41	156.41	train	10101
v_ulJxGEx2r7o	An intro leads to a small group of small children standing on a stage holding instruments	0.0	41.37	217.71	train	10105
v_ulJxGEx2r7o	They begin playing the instruments while the camera zooms in out of each of them playing	44.63	217.71	217.71	train	10106
v_pbeQcGC3nXY	A man in fencing gear begins to talk about fencing gear getting ready to talk about his fencing experiences	0.0	24.25	121.23	train	10122
v_pbeQcGC3nXY	He gets dressed in his gear and goes to the studio for practice	24.25	57.59	121.23	train	10123
v_pbeQcGC3nXY	He and another man practice with one another while a timer is running	56.98	82.44	121.23	train	10124
v_pbeQcGC3nXY	There is a certain stance and way you move your feet when you fence that helps with moving towards and from the opponet	82.44	121.23	121.23	train	10125
v_eeD2_hKG7zE	A young girl is seen standing before a set of monkey bars and smiling while speaking to the camera	0.0	10.03	74.33	train	10129
v_eeD2_hKG7zE	She then carries herself along the set of monkey bars and moves back and fourth on the play set	10.41	51.29	74.33	train	10130
v_eeD2_hKG7zE	She makes her way back to the start and climbs down the ladder finally looking at the camera	50.91	74.33	74.33	train	10131
v_28QW8P1x_LE	A man and two women are doing an aerobic dance inside a building	0.0	20.22	192.56	train	10135
v_28QW8P1x_LE	They perform several moves, speeding up with time	21.18	163.68	192.56	train	10136
v_28QW8P1x_LE	They stop, clapping and wiping the hair out of their faces when they are done	164.64	192.56	192.56	train	10137
v_tSR4Pj_muN0	A man is walking in a field	0.0	5.52	47.97	train	10138
v_tSR4Pj_muN0	We see his back and see blood and a harness in his skin and another two men one who has the skin harness	1.92	9.11	47.97	train	10139
v_tSR4Pj_muN0	We see the men climbing and standing on a crane high in the sky	9.35	17.75	47.97	train	10140
v_tSR4Pj_muN0	The men with the skin harness jump off a crane high above a forest	17.99	46.53	47.97	train	10141
v_tSR4Pj_muN0	We see the ground below	46.77	47.97	47.97	train	10142
v_cKFTf1vZQOw	Two male kids are outside on a driveway talking to one another	0.0	32.57	127.73	train	10146
v_cKFTf1vZQOw	Once they have finished their conversation,they begin skateboarding down the road into an open park	33.21	98.35	127.73	train	10147
v_cKFTf1vZQOw	The two boys arrive at their destination stop and talk then one takes off and the other boy follows him and they keep rollerblading	98.35	127.73	127.73	train	10148
v_v13d7g_uUXM	A man is seen walking into frame bending down to grab a set of weights and begins to lift himself upward	0.0	82.07	167.49	train	10149
v_v13d7g_uUXM	He then lifts the weight up over his shoulder several times while jumping to give himself momentum	73.69	167.49	167.49	train	10150
v_FBqtQ3HCk48	A man carves a pumpkin and a piece of ice, then the man holds a carved pumpkin and put it on a bench	0.0	31.68	181.02	train	10151
v_FBqtQ3HCk48	A young man takes pictures of artistic ice sculptures, while a person carves a piece of ice in the street	32.58	44.35	181.02	train	10152
v_FBqtQ3HCk48	The man shows how to carve a pumpkin using carving tools to make faces	44.35	175.59	181.02	train	10153
v_FBqtQ3HCk48	The carved pumpkins with scary faces and an ice sculptures are displayed in a room	175.59	181.02	181.02	train	10154
v_OOKHi7EBNKk	An individual wearing face covering drags an inner tube type device along the snow, surrounded by other people doing the same thing	0.0	32.97	173.52	train	10158
v_OOKHi7EBNKk	The individual walks towards another individual wearing a red jacket	32.1	51.19	173.52	train	10159
v_OOKHi7EBNKk	The individual hands the rein for the device to the person in the red jacket and sits on the device	51.19	62.47	173.52	train	10160
v_OOKHi7EBNKk	The person in the red jacket pulls the device downhill and the first individual rides down the slope	62.47	96.31	173.52	train	10161
v_OOKHi7EBNKk	The first individual dismounts and resumes pulling the device	96.31	151.83	173.52	train	10162
v_OOKHi7EBNKk	The individual pulls the device along some sort of covered walkway with a moving floor	151.83	173.52	173.52	train	10163
v_ryZuSiZNN2o	A field of two teams are shown fighting over a lacrosse ball in the middle of a large green field	0.0	3.6	80.11	train	10164
v_ryZuSiZNN2o	They then get up and continue playing across the large field	3.2	38.05	80.11	train	10165
v_ryZuSiZNN2o	Shortly after,a small brawl begins in the middle of the pool and a man in a black uniform nose begins to bleed and the game is at a halt and replays are shown	38.45	80.11	80.11	train	10166
v__IlyE43ZUH8	An ad for Beckon Call services appears	0.0	9.21	230.34	train	10170
v__IlyE43ZUH8	A man is standing in a backyard speaking	10.37	71.41	230.34	train	10171
v__IlyE43ZUH8	He picks up several window screens while he talks about them	73.71	160.09	230.34	train	10172
v__IlyE43ZUH8	He adds them to the stack and walks away	163.54	230.34	230.34	train	10173
v_ll4HKY9ZBOA	A marching band stands ready on a street while an audience watches	0.0	3.14	125.46	train	10174
v_ll4HKY9ZBOA	The conductor conducts the band	3.76	125.46	125.46	train	10175
v_ll4HKY9ZBOA	The band plays on the street while the audience watches	13.8	125.46	125.46	train	10176
v_VmD2k_dtddc	Two teams are on a field with referees	0.0	11.33	80.91	train	10180
v_VmD2k_dtddc	They are involved in a game of lacrosse	14.16	36.41	80.91	train	10181
v_VmD2k_dtddc	They run across the field, trying to keep the ball out of the opponent's goal	37.22	80.91	80.91	train	10182
v_xfThpRE6bLc	A few people attempt to surf in an ocean	0.0	204.45	207.56	train	10188
v_xfThpRE6bLc	Sometimes they fall, but often the surfers do a great job	174.35	204.45	207.56	train	10189
v_38qpTblXDTw	A woman sits on a riding lawnmower in the distance	0.0	0.48	15.95	train	10190
v_38qpTblXDTw	The woman drives the lawnmower towards the camera	0.56	14.52	15.95	train	10191
v_38qpTblXDTw	The woman begins to turn the mower at a fence corner	14.6	15.95	15.95	train	10192
v_cMndipw7_As	The credits of the clip is shown	0.55	7.7	109.97	train	10193
v_cMndipw7_As	A person mends steel with a welding equipment	7.7	102.82	109.97	train	10194
v_cMndipw7_As	A person uses a hammer and a flat equipment to remove debris	23.09	26.39	109.97	train	10195
v_cMndipw7_As	A person uses a flat equipment to remove melted steel debris	36.84	40.69	109.97	train	10196
v_cMndipw7_As	The person places two dumbbell shaped steel in opening that he is welding	41.24	45.64	109.97	train	10197
v_cMndipw7_As	A person uses a flat equipment to clean the welded opening	77.53	80.28	109.97	train	10198
v_cMndipw7_As	A person uses a flat equipment to move the dumbbell shaped steels and then removes them with his hand	80.83	86.88	109.97	train	10199
v_cMndipw7_As	The credits of the video is shown	104.47	109.97	109.97	train	10200
v_gmPoDbH-odg	A woman hands from a red bar and does several arm pull ups	0.0	11.3	15.7	train	10201
v_gmPoDbH-odg	She then uncrosses her legs and jumps down with her hands at her side	11.69	12.17	15.7	train	10202
v_gmPoDbH-odg	A Life Fitness logo then flashes on the screen	12.56	15.7	15.7	train	10203
v_gOKkjA2yvGo	A man is sitting on a cycle bike working out	3.52	49.28	54.15	train	10206
v_gOKkjA2yvGo	A man is standing up next to him talking	3.52	48.73	54.15	train	10207
v_gOKkjA2yvGo	A black and white logo comes onto the screen	49.82	54.15	54.15	train	10208
v_KX-vl2o8U1w	A drummer is drumming, then the stick broke	0.0	16.25	180.58	train	10214
v_KX-vl2o8U1w	A boy in blue shirt hit the drum, but the big drum keeps moving, then it fell	9.93	35.21	180.58	train	10215
v_KX-vl2o8U1w	A boy with earphones is drumming and the stick got stuck in the instrument	29.8	67.72	180.58	train	10216
v_KX-vl2o8U1w	The band is playing, while the man is singing, the drummer fell off the his chair	61.4	102.93	180.58	train	10217
v_KX-vl2o8U1w	The marching band play their drums, then one of the drummers fell on the ground, a person came to help him	96.61	136.34	180.58	train	10218
v_KX-vl2o8U1w	A drummer on stage fell of the stage	131.82	180.58	180.58	train	10219
v_xcDAjcRX93A	A man is seen standing with his arms up and then begins a gymnasts routine	0.0	27.94	85.96000000000001	train	10232
v_xcDAjcRX93A	The man continues swinging around on the uneven bars and jumping off to finish	27.08	65.76	85.96000000000001	train	10233
v_xcDAjcRX93A	The man walks away while his score is shown and his routine is shown again in slow motion	68.34	85.96	85.96000000000001	train	10234
v_q8mReXud6fE	little kid is jumping on dry leaves	0.0	19.17	29.05	train	10243
v_q8mReXud6fE	woman is raking dry leaves on a yard	0.0	21.06	29.05	train	10244
v_q8mReXud6fE	kid kneels and grabs a dry leaf to put it in the trash bin	18.01	29.05	29.05	train	10245
v_pKV8lrvbX6Q	A little girl swings across the monkey bars on a play ground	0.0	5.53	38.15	train	10246
v_pKV8lrvbX6Q	She goes across each bar before jumping to the ground	5.72	30.14	38.15	train	10247
v_pKV8lrvbX6Q	She goes back to the beginning, and swings across the bars again	31.28	38.15	38.15	train	10248
v_6TxGVSw6Ayw	We see three separate intro screens	0.0	7.72	70.14	train	10260
v_6TxGVSw6Ayw	We see a man making shots in hockey with title screens in between	8.42	70.14	70.14	train	10261
v_6TxGVSw6Ayw	A man shoots a shot at hockey and makes it and we see a slow motion recap	10.17	70.14	70.14	train	10262
v_6TxGVSw6Ayw	The man takes another shot and makes it and we see a recap of that as well	28.41	46.29	70.14	train	10263
v_6TxGVSw6Ayw	We see the shot from above, and a recap	47.69	70.14	70.14	train	10264
v_FqlXey9KFZA	A guy is operating a electric presser	0.0	49.55	49.55	train	10265
v_FqlXey9KFZA	A man is whipping with a dark rug	28.24	49.55	49.55	train	10266
v_FqlXey9KFZA	The guy is gesturing at the machine's work	42.12	47.57	49.55	train	10267
v_xeFS0RuvVGA	A group of boys play water catch with a yellow ball in an outdoor pool surrounded by a fence and tall trees and foliage	0.0	77.42	78.6	train	10268
v_xeFS0RuvVGA	A group of boys play catch in an outdoor pool with a yellow ball , throwing the ball to each other and and then throwing the ball out of the pool to an unseen party	1.97	33.4	78.6	train	10269
v_xeFS0RuvVGA	The ball is thrown back into the pool and the boys proceed to throw it back out again	33.8	77.42	78.6	train	10270
v_uy7WAwrrNiA	People are standing on a field looking up at kites in the sky	0.0	164.1	164.1	train	10286
v_uy7WAwrrNiA	A kite is shown in the sky by a tree	84.51	149.33	164.1	train	10287
v_uy7WAwrrNiA	A boy chases after the kite and catches is	150.97	164.1	164.1	train	10288
v_KxWvKN_kGMY	Various pictures show people bring canoes off a truck and loading them into the water	0.53	45.87	106.67	train	10289
v_KxWvKN_kGMY	The people are then seen fishing as well as riding down the river shown in several pictures	27.73	99.74	106.67	train	10290
v_eS445rQ9SBo	A woman is smiling at the camera	0.0	2.4	120.09	train	10294
v_eS445rQ9SBo	The woman takes an iron and starts ironing a white shirt in small circular patterns	2.4	27.62	120.09	train	10295
v_eS445rQ9SBo	The woman uses both hands to push the iron	27.62	34.23	120.09	train	10296
v_eS445rQ9SBo	She resumes ironing with one hand in the same spot	34.23	57.64	120.09	train	10297
v_eS445rQ9SBo	The woman inspects the star on the shirt	57.64	59.45	120.09	train	10298
v_eS445rQ9SBo	The woman then resumes ironing the pattern	59.45	87.07	120.09	train	10299
v_eS445rQ9SBo	The woman peels the paper away from the pattern and then resumes ironing	87.07	115.89	120.09	train	10300
v_eS445rQ9SBo	The woman holds up the the shirt after she is done	115.29	120.09	120.09	train	10301
v_I9HV59QQkNw	A man is sitting on a couch, drinking a beer from a bottle	0.0	3.93	6.39	train	10304
v_I9HV59QQkNw	He drops the bottle from his mouth, smiling	4.02	6.39	6.39	train	10305
v_B_NQ_U2JEp4	A ad for premier packaging appears	0.0	9.95	142.13	train	10315
v_B_NQ_U2JEp4	A woman is standing in an office in front of a basket filled with small gifts	12.08	33.4	142.13	train	10316
v_B_NQ_U2JEp4	She shows how she used cellophane and a hair dryer to shrink wrap the gifts in the basket and keep the safe and presentable	34.82	142.13	142.13	train	10317
v_L35c6QI1l_0	A scene of sand dunes leading to a beach shoreline	0.0	9.48	105.37	train	10321
v_L35c6QI1l_0	A girl in a blue blouse walks and poses in the sand	8.43	16.86	105.37	train	10322
v_L35c6QI1l_0	A man wearing a safari hat leads a group of camels with riders in a single file	16.86	23.71	105.37	train	10323
v_L35c6QI1l_0	The camera pans a close up of the camels lying in the sand with their riding saddles on	23.71	33.19	105.37	train	10324
v_L35c6QI1l_0	A rider captures the view of the sand dunes leading to the ocean	33.72	87.46	105.37	train	10325
v_L35c6QI1l_0	The camel caravan arrives to a camp on the beach	87.46	105.37	105.37	train	10326
v_q7Pp1TAgv3I	The video pans into several shots of people performing arm wrestling matches and screaming afterwards	0.0	101.88	226.4	train	10330
v_q7Pp1TAgv3I	Many people are seen playing with one another and screaming to the crowd after their performance	90.56	226.4	226.4	train	10331
v_TwQQPCjT_A4	A man and a woman are sitting behind a table	0.0	3.21	53.5	train	10332
v_TwQQPCjT_A4	Players are playing soccer on dirt, outside	3.74	52.16	53.5	train	10333
v_TwQQPCjT_A4	Fans and players cheer or celebrate	34.51	52.43	53.5	train	10334
v_Uru0CastJqU	A person is seen walking forward and jumping up and down and diving in a pool	0.0	10.38	54.61	train	10335
v_Uru0CastJqU	The same person is shown several more times performing various dives off a high board while the camera captures him from several angles	10.38	54.61	54.61	train	10336
v_1GXQLnTalcg	A video tutorial plays with a woman talking in the background about how to brush your teeth	1.65	99.59	110.03999999999999	train	10337
v_1GXQLnTalcg	She lists out the tools you need and steps to brush	14.31	22.56	110.03999999999999	train	10338
v_1GXQLnTalcg	A man opens a bottle and puts toothpaste on it	25.86	33.01	110.03999999999999	train	10339
v_1GXQLnTalcg	He begins brushing his teeth following the woman's instructions	34.66	72.08	110.03999999999999	train	10340
v_1GXQLnTalcg	The man rinses his mouth out with water and smiles with the woman's voice	92.98	101.24	110.03999999999999	train	10341
v_d1JA5V3hO3Q	A man talks in a blue room then sprays a toy car and pretends to wash it	0.0	14.4	120.0	train	10342
v_d1JA5V3hO3Q	We see a title screen and people in suits wash cars as a joke	14.4	58.2	120.0	train	10343
v_d1JA5V3hO3Q	A man and a small boy with high powered hoses wash cars followed by cheerleaders	58.8	91.8	120.0	train	10344
v_d1JA5V3hO3Q	We see a black van with people getting out and a man in a top hat touch the car	90.6	101.4	120.0	train	10345
v_d1JA5V3hO3Q	The people get in the black van and drive away adn teh car owners stand on the street	102.0	113.4	120.0	train	10346
v_d1JA5V3hO3Q	We then see the ending scene	113.4	120.0	120.0	train	10347
v_ZLXhlWhrkno	We see a clearing in the woods	0.0	7.06	235.22	train	10367
v_ZLXhlWhrkno	We zoom in on a buck walking in the woods	7.06	50.57	235.22	train	10368
v_ZLXhlWhrkno	The buck stops and looks left, then right	50.57	54.1	235.22	train	10369
v_ZLXhlWhrkno	The buck is drinking from a puddle the runs off startled	75.27	87.03	235.22	train	10370
v_ZLXhlWhrkno	The buck stands in the clearing	88.21	149.36	235.22	train	10371
v_ZLXhlWhrkno	A man is working with a bow while another films the animal	147.01	164.65	235.22	train	10372
v_ZLXhlWhrkno	The hunter shoots the animal with a bow and it dies slowly	162.3	223.46	235.22	train	10373
v_ZLXhlWhrkno	The hunter is photographed with the dead animal	225.81	235.22	235.22	train	10374
v_eCd8x8KqxKQ	Several shots of a casino are shown as well as people getting passes and walking around the inside	0.56	22.16	56.1	train	10375
v_eCd8x8KqxKQ	The camera pans around several tables of games being played as well as slot machines and people playing with one another	17.67	53.3	56.1	train	10376
v_ISJodiRZ_uo	A girl with braided hair asks a worker at an equestrian center some questions	0.0	3.93	130.85	train	10377
v_ISJodiRZ_uo	The woman responds and talks about horse care	8.5	30.75	130.85	train	10378
v_ISJodiRZ_uo	The girl brushes the horse's mane	32.71	47.76	130.85	train	10379
v_ISJodiRZ_uo	The two continue going over horse care	50.38	69.35	130.85	train	10380
v_ISJodiRZ_uo	The girl and woman both work on brushing techniques	64.11	100.75	130.85	train	10381
v_ISJodiRZ_uo	The woman brushes the horses tail is lots of care as the girl watches	105.33	130.84	130.85	train	10382
v_AjohJX4RedM	A woman is sitting on a rowing machine	5.52	13.5	61.35	train	10387
v_AjohJX4RedM	The woman places her feet into the straps of the rowing machine	13.8	19.02	61.35	train	10388
v_AjohJX4RedM	The woman holds onto the rowing cables and rows	19.32	43.25	61.35	train	10389
v_AjohJX4RedM	The woman stops and demonstrates the motor area of the machine	43.56	47.85	61.35	train	10390
v_AjohJX4RedM	Back sitting on the rowing machine, she rows one more time and places the cables down	48.16	55.52	61.35	train	10391
v_AjohJX4RedM	The woman removes her feet from the straps	55.83	60.43	61.35	train	10392
v_ZG4ApSk5iKw	A man is doing various tasks while doing crunches	0.0	147.75	147.75	train	10399
v_ZG4ApSk5iKw	He stops and talks to the camera	36.2	49.5	147.75	train	10400
v_ZG4ApSk5iKw	He raises the back on his work out machine and starts doing crunches again	57.62	147.75	147.75	train	10401
v_ZG4ApSk5iKw	He sits up and continues talking to the camera	115.98	147.75	147.75	train	10402
v_MMnTMB6AmuU	A woman stands up and starts jump roping	3.59	7.18	179.44	train	10403
v_MMnTMB6AmuU	The rest of the women stand up and join her jump roping	7.18	164.19	179.44	train	10404
v_MMnTMB6AmuU	They do a hand stand on the ground in front of them	25.12	26.92	179.44	train	10405
v_MXbwIfqSq_Q	A picture of a man is shown and then drawings of human vertebrae	0.0	45.4	227.02	train	10406
v_MXbwIfqSq_Q	The man in gray out is standing in a room and started to rotate his hands forward and backward	44.27	163.46	227.02	train	10407
v_MXbwIfqSq_Q	The man is swaying side to side and move his arms in front of him	157.78	227.02	227.02	train	10408
v_V9ktV85lA9E	A man is standing in front of a cat who keeps walking on his wrapping paper	0.0	12.01	88.96000000000001	train	10409
v_V9ktV85lA9E	The man pushes the cat down on the paper and folds it around the cat	13.34	39.59	88.96000000000001	train	10410
v_V9ktV85lA9E	He then tapes the paper onto the cat, leaving only the head sticking out	40.47	80.06	88.96000000000001	train	10411
v_V9ktV85lA9E	He then places a bow on the cat's head	80.06	88.96	88.96000000000001	train	10412
v_S1bEYnNyLZE	A mother tries to brush a baby's teeth	0.0	55.08	57.38	train	10413
v_S1bEYnNyLZE	The baby takes the toothbrush and tries herself	11.19	45.61	57.38	train	10414
v_S1bEYnNyLZE	The baby spits out some of this toothpaste but keeps trying	22.66	56.23	57.38	train	10415
v_kq7KVmvkYPc	A black screen advertises the video	0.0	14.24	149.89	train	10424
v_kq7KVmvkYPc	A man is shown lying down while someone shaves his beard	19.49	90.68	149.89	train	10425
v_kq7KVmvkYPc	The blade is shown very close to the skin as the man shaves him carefully, rinsing between scrapings	92.93	127.4	149.89	train	10426
v_kq7KVmvkYPc	The screen fades to black as the man finishes the shaving	129.65	149.89	149.89	train	10427
v_kbK-9Me0BnA	A group of women are standing around as one of them is on a camel	0.0	1.82	90.88	train	10428
v_kbK-9Me0BnA	The camel lifts up an the trainers and other friends stare on	1.36	16.81	90.88	train	10429
v_kbK-9Me0BnA	They seem to be having a great time as the camera pulls back to show them all	16.81	35.44	90.88	train	10430
v_kbK-9Me0BnA	They move ahead with the camel very slowly an the lady riding it waves	35.9	51.35	90.88	train	10431
v_kbK-9Me0BnA	The video then cuts, showing the camel come to a stop before dropping down to the ground to let the woman off	51.8	74.52	90.88	train	10432
v_kbK-9Me0BnA	She pets it and the video ends	74.52	90.88	90.88	train	10433
v_U-ApHGUtLMA	Guys are standing around near a stall	0.0	22.65	67.62	train	10434
v_U-ApHGUtLMA	A guy horseback riding chases a cattle	23.33	24.34	67.62	train	10435
v_U-ApHGUtLMA	The guy lassoes the cattle and gets off his horse to tie up the cattle's legs	24.68	33.13	67.62	train	10436
v_U-ApHGUtLMA	Two men remove the rope around the cattle's neck and legs	52.07	64.24	67.62	train	10437
v_U-ApHGUtLMA	The cattle rises and runs away	65.25	66.6	67.62	train	10438
v_kRMskyrrRcA	A person in a holding a Rubik's Cube	0.0	6.38	49.09	train	10443
v_kRMskyrrRcA	The person starts to solve the Rubik's Cube	6.63	29.21	49.09	train	10444
v_kRMskyrrRcA	The person places the solved Rubik's Cube on the desk and hurriedly click something	29.21	30.19	49.09	train	10445
v_kRMskyrrRcA	The person shows his computer screen	37.06	41.72	49.09	train	10446
v_kRMskyrrRcA	The person picks up the Rubik's Cube and shows each face of the solved Rubik's Cube	43.44	46.14	49.09	train	10447
v_qcaaF0SqVss	A wrestler in maroon brief is provoking the black man	0.0	11.74	48.93	train	10452
v_qcaaF0SqVss	The black man attacked the other wrestler but he was knocked down	3.67	19.81	48.93	train	10453
v_qcaaF0SqVss	The wrestler with maroon brief carried the black man and slam him on the floor	13.7	48.93	48.93	train	10454
v_KNpeiKm3xyM	There's a man sitting with the Olympics logo behind him, talking about sports	0.0	11.33	78.16	train	10455
v_KNpeiKm3xyM	A group photograph of a many people of different age groups is shown	10.16	17.98	78.16	train	10456
v_KNpeiKm3xyM	There are some people playing beach volley ball in the sand on a sunny day with several people watching them	17.59	70.34	78.16	train	10457
v_KNpeiKm3xyM	One of the players hits the ball to his opponent by punching it with his fist	22.28	50.02	78.16	train	10458
v_KNpeiKm3xyM	Another player returns the ball by kicking it across the net	43.38	61.35	78.16	train	10459
v_KNpeiKm3xyM	The players continue playing the game by punching the ball across the net	59.4	78.16	78.16	train	10460
v_8KxL1itwI3Q	An open field is covered in snow and then suddenly a large bear appears on a table and is then put in a box	0.0	10.39	188.87	train	10461
v_8KxL1itwI3Q	Martha Stewart then begins taping the box	10.39	28.33	188.87	train	10462
v_8KxL1itwI3Q	The box is then placed on top of the counter and wrapping paper is put on both ends to about six inches up the box	28.33	60.44	188.87	train	10463
v_8KxL1itwI3Q	More wrapping paper is then pulled out and wrapped around the now covered box in the center	60.44	91.6	188.87	train	10464
v_8KxL1itwI3Q	After being taped,several red glitter bows are placed on top of the wrapping paper	91.6	107.66	188.87	train	10465
v_8KxL1itwI3Q	On the counter,appears several more rows of rapping paper and tubes	107.66	117.1	188.87	train	10466
v_8KxL1itwI3Q	The socks are then placed in a tube and covered in the silver wrapping paper	117.1	129.38	188.87	train	10467
v_8KxL1itwI3Q	The woman then takes a circular shaped object and traces it with a pencil and makes squiggles in the middle of it	130.32	160.54	188.87	train	10468
v_8KxL1itwI3Q	After they are cut out,they are placed on the end of the tubes and stacked together to give the illusion of fire wood	160.54	188.87	188.87	train	10469
v_W4XaqnwD6gU	A man is seen playing a violin while the camera pans all around him moving his arms up and down	4.68	84.15	187.0	train	10490
v_W4XaqnwD6gU	The man continues to play while others play behind him and the violinist playing and looking at the audience	80.41	180.46	187.0	train	10491
v_L2MfC4jcRo0	A screen with text gives details of an event	0.0	8.27	38.45	train	10494
v_L2MfC4jcRo0	Boys faces are seen up close in an intense facial expression	15.77	21.73	38.45	train	10495
v_L2MfC4jcRo0	Two boys play an intense game of table soccer	11.34	35.18	38.45	train	10496
v_L2MfC4jcRo0	The boy wins the game and the other strikes him with a handle of the table tennis game	27.11	37.3	38.45	train	10497
v_q53Ajkll_kw	A woman in a black dress is playing a bag pipe on stage	0.0	203.94	208.1	train	10509
"v_q53Ajkll_kw	""The word """"Ilbo"""" is in a red font and scrolls down on the left hand side of the screen""	18.73	21.85	208.1	train	10510"
v_q53Ajkll_kw	The camera zooms into the woman's fingers	124.86	137.34	208.1	train	10511
v_q53Ajkll_kw	The camera shifts to somebody playing a piano	169.6	173.76	208.1	train	10512
v_q53Ajkll_kw	A band is also playing musical instruments in the background	173.76	181.05	208.1	train	10513
v_q53Ajkll_kw	The camera zooms into the face of the woman playing the bag pipe	186.25	199.77	208.1	train	10514
v_q53Ajkll_kw	The woman finishes playing and the audience applause	202.9	208.1	208.1	train	10515
v_It2fslENHXs	An large outdoor sports field is shown	0.0	0.7	46.65	train	10519
v_It2fslENHXs	A man runs and does a successful pole vault	0.93	33.12	46.65	train	10520
v_It2fslENHXs	He stands up from the pad and picks up the pole	31.95	46.65	46.65	train	10521
v_b02GzZM5iGI	People are playing volleyball on a beach	0.0	84.94	84.94	train	10525
v_b02GzZM5iGI	A girl falls down onto the sand	28.88	33.13	84.94	train	10526
v_b02GzZM5iGI	A girl raises her hands in the air	59.46	61.58	84.94	train	10527
v_IjKWgD0y4rc	A white screen appears with black text that comes in twice on the screen and then scrolls off screen while fading out	0.0	10.32	147.38	train	10528
v_IjKWgD0y4rc	Three children in life vests and two supervising adults are on a raft waiting to go rafting	11.05	25.79	147.38	train	10529
v_IjKWgD0y4rc	The group rafting down a river with all it's bumps and water splashing	26.53	123.06	147.38	train	10530
v_IjKWgD0y4rc	There is a yellow text that comes on screen showing the locations they are at	40.53	94.32	147.38	train	10531
v_IjKWgD0y4rc	The children are at the destination as one young girl comes close to the cam and waves at it	123.8	139.27	147.38	train	10532
v_IjKWgD0y4rc	A white screen appears and two words appear one in yellow at the top of the sceeen and one in blue at the bottom on the screen and both then move off screen	140.01	147.38	147.38	train	10533
v_dQs2-z3TIes	A woman is on stage speaking to a little girl while holding a microphone	0.0	5.87	58.75	train	10534
v_dQs2-z3TIes	The girl speaks into the microphone, then performs a ballet piece	6.17	14.39	58.75	train	10535
v_dQs2-z3TIes	She dances around the stage for the audience	15.27	48.76	58.75	train	10536
v_dQs2-z3TIes	She falls onto one knee as she completes her performance	50.23	58.75	58.75	train	10537
v_uug0bhnLgHs	A person stirs a large bowl of lemonade	1.85	3.7	184.86	train	10538
v_uug0bhnLgHs	A woman is chopping up a potato	31.43	42.52	184.86	train	10539
v_uug0bhnLgHs	She adds the potato to a large pot of water	46.21	61.0	184.86	train	10540
v_uug0bhnLgHs	She adds lemons and lettuce and cucumbers to the bowl	67.47	125.7	184.86	train	10541
v_uug0bhnLgHs	She mixes it all together in a bowl	128.47	132.17	184.86	train	10542
v_veaxOUe_8HE	Two people are seen speaking to the camera and leads into several clips of people playing volleyball with one another	2.06	114.27	205.89	train	10557
v_veaxOUe_8HE	The people continue to play the sport while others speak to the camera as well as watch on the sides and high five each other	50.44	198.69	205.89	train	10558
v_WaWkDf6b_j4	A man walks along a bare field while a woman walks around beside him	0.0	7.67	85.2	train	10559
v_WaWkDf6b_j4	He walks back and fourth preparing to jump and eventually jumps over a pole	6.39	20.02	85.2	train	10560
v_WaWkDf6b_j4	A girl claps for him and the same move is shown again in slow motion	20.02	85.19	85.2	train	10561
v_1SQAnbh_lcM	A woman is standing behind a counter sharpening a knife	0.0	224.12	224.12	train	10572
